"Seed","CC_Size","Var","Level","LDM_TA","LDM_CC","LDM_HC_Prop","LDM_HC_IPF","LDM_TA_Prop_IPF","LDM_HC_Prop_IPF"
1,1000,"Gender","Female",0.726189676183882,0.856454871021784,0.856454871021784,0.0172899632008221,0.01244345885159,0.0172899632008221
1,1000,"Gender","Male",0.726189676183882,0.856454871021784,0.856454871021784,0.0172899632008223,0.0124434588515899,0.0172899632008223
1,1000,"Age_Group","40-59",0.422440263348624,0.422440263348624,0.422440263348624,0.000841922058019884,0.0332402551669409,0.000841922058019884
1,1000,"Age_Group","59+",0.422440263348624,0.422440263348624,0.422440263348624,0.000841922058020065,0.0332402551669406,0.000841922058020065
1,1000,"Race_or_Ethnicity","NH White",0.591670669304344,0.534792156861956,0.534792156861956,0.0116522139899116,0.00512526831040094,0.0116522139899116
1,1000,"Race_or_Ethnicity","NH Black",1.20874395551913,1.18074242469267,1.18074242469267,0.00810601792415649,0.0166676306583348,0.00810601792415649
1,1000,"Race_or_Ethnicity","NH Asian",0.856230905560711,1.75365564445962,1.75365564445962,0.00867765889905344,0.0115644205771006,0.00867765889905344
1,1000,"Race_or_Ethnicity","Hispanic",0.102499279318852,0.132783212655383,0.132783212655383,0.0431308581083568,0.0270135275157461,0.0431308581083568
1,1000,"Race_or_Ethnicity","Other",2.52197411660545,2.81065970143447,2.81065970143447,0.0253791586774969,0.0297269393277507,0.0253791586774969
1,750,"Gender","Female",0.726189676183882,0.837334954509942,0.871530384738864,0.00144560368720115,0.01244345885159,0.00364593936455561
1,750,"Gender","Male",0.726189676183882,0.837334954509942,0.871530384738864,0.00144560368720099,0.0124434588515899,0.00364593936455574
1,750,"Age_Group","40-59",0.422440263348624,0.361153403277919,0.416902871447506,0.00249321709206127,0.0332402551669409,0.0237095287713987
1,750,"Age_Group","59+",0.422440263348624,0.361153403277919,0.416902871447507,0.00249321709206102,0.0332402551669406,0.0237095287713989
1,750,"Race_or_Ethnicity","NH White",0.591670669304344,0.555152492735514,0.578040296209267,0.00268586002409339,0.00512526831040094,0.00457441968601059
1,750,"Race_or_Ethnicity","NH Black",1.20874395551913,1.20564721081719,1.14019071256887,0.00795847756339433,0.0166676306583348,0.0117941379932081
1,750,"Race_or_Ethnicity","NH Asian",0.856230905560711,2.31628802593447,1.23401864650522,0.0194897958103984,0.0115644205771006,0.0329776891214693
1,750,"Race_or_Ethnicity","Hispanic",0.102499279318852,0.149305523029696,0.24259554088255,0.00600507100138027,0.0270135275157461,0.0166617480117725
1,750,"Race_or_Ethnicity","Other",2.52197411660545,2.52197411660545,2.20385557888283,0.0292007642114049,0.0297269393277507,0.0172339941154484
1,500,"Gender","Female",0.726189676183882,0.834403260824115,0.907466157318017,0.0138279860162872,0.01244345885159,0.00396075207536084
1,500,"Gender","Male",0.726189676183882,0.834403260824115,0.907466157318017,0.0138279860162874,0.0124434588515899,0.00396075207536081
1,500,"Age_Group","40-59",0.422440263348624,0.296447783802588,0.43430658401165,0.00388258314544658,0.0332402551669409,0.00298993886461797
1,500,"Age_Group","59+",0.422440263348624,0.296447783802588,0.43430658401165,0.00388258314544642,0.0332402551669406,0.00298993886461769
1,500,"Race_or_Ethnicity","NH White",0.591670669304344,0.628042723180982,0.611744135703997,0.0109771858222944,0.00512526831040094,0.0148751344683904
1,500,"Race_or_Ethnicity","NH Black",1.20874395551913,1.27298386519776,1.14140772294731,0.000483713964711289,0.0166676306583348,0.0193545829184509
1,500,"Race_or_Ethnicity","NH Asian",0.856230905560711,1.90881286689828,1.22923170095036,0.00235315735412541,0.0115644205771006,0.0465049623397339
1,500,"Race_or_Ethnicity","Hispanic",0.102499279318852,0.181732944711495,0.313328389678804,0.0446327696210406,0.0270135275157461,0.00498672004214555
1,500,"Race_or_Ethnicity","Other",2.52197411660545,3.21712731589226,2.20257855770124,0.00446301943330402,0.0297269393277507,0.0239522619915322
1,250,"Gender","Female",0.726189676183882,0.932608784556897,0.946071240346571,0.00599273117714775,0.01244345885159,0.0195787916137548
1,250,"Gender","Male",0.726189676183882,0.932608784556898,0.946071240346571,0.0059927311771476,0.0124434588515899,0.0195787916137549
1,250,"Age_Group","40-59",0.422440263348624,0.296447783802588,0.506494749641155,0.0022530779599048,0.0332402551669409,0.0227168141014226
1,250,"Age_Group","59+",0.422440263348624,0.296447783802588,0.506494749641155,0.00225307795990457,0.0332402551669406,0.0227168141014223
1,250,"Race_or_Ethnicity","NH White",0.591670669304344,0.603809687022428,0.598666023909313,0.00355092757576895,0.00512526831040094,0.00663353667080328
1,250,"Race_or_Ethnicity","NH Black",1.20874395551913,1.21801289330113,1.05002879767746,0.00484911526734972,0.0166676306583348,0.0154257505036201
1,250,"Race_or_Ethnicity","NH Asian",0.856230905560711,1.6191166950748,1.00429715324862,0.00348928497325938,0.0115644205771006,0.00871164763905277
1,250,"Race_or_Ethnicity","Hispanic",0.102499279318852,0.200810211562416,0.404972095882918,0.00730493078668896,0.0270135275157461,0.0042900987958022
1,250,"Race_or_Ethnicity","Other",2.52197411660545,2.52197411660545,1.93152478559586,0.00858695553193694,0.0297269393277507,0.0292230990188296
1,0,"Gender","Female",0.726189676183882,Inf,0.945785935461137,0.00553864743798868,0.01244345885159,0.00232368216265347
1,0,"Gender","Male",0.726189676183882,Inf,0.945785935461137,0.00553864743798854,0.0124434588515899,0.00232368216265334
1,0,"Age_Group","40-59",0.422440263348624,Inf,0.64760376264287,0.0164945506647111,0.0332402551669409,0.00560984736306646
